Address,Proportion (scaled),Proportion
0x07586e2c9e94F58e5c96eC47dA7236a89272D01E,252305800659,0.00%
0xbcDe9ad56E71D96C4026eeE2bb29edc97553cC32,249962066272,0.00%
0x99D305dfc38CEfA91cB1129387681eDe4c93e87D,249395352980,0.00%
0xD9EEECc79A845eFeB11AE91AE00622d19FaB7aF0,249001429233,0.00%
0x69389398e4D903b02010e20d308ee58EA8D6D714,248356421326,0.00%
0x5bc926188E2cDB490c3b8d0aF24EF8316f4864Aa,246330514055,0.00%
0x0585c0d0aEdF071a07992ad650bdc047Cef0c04F,244232660612,0.00%
0xFBE6915fB22DFe6b42a7c50b43B45bF692681e5D,242852338279,0.00%
0x7FefD6C52678eD20fafEd45443E0ABeD6a0D3e88,242582236884,0.00%
0x5eA25127cEdE96db866B2921581A5270e7b54C13,242196791950,0.00%
0x886cf30e5f7C6f69Ef1Be1173a53a6DD04E76966,239208397394,0.00%
0x949aD06a4c904cd0B31AE2F56AaE0eC68C16CCAc,238914143257,0.00%
0xbE2fd46639EAe548552aA79b1245D65718cB89d9,238507640493,0.00%
0xEBab80154d2a903d3c7D6C3D59EcA538D802a4DA,238419081388,0.00%
0x39B82377235eb189d07B5478835e7a2011b125d1,237901919204,0.00%
0xd27412131896b2deFE03F66F4aFcE1e6d728D970,237703899773,0.00%
0x5ea3cA8b27B5E69d92b46275225961F63279EA1A,237417617020,0.00%
0x8E547006bA6f3305Ff0a32390bdAcB524115E936,236912138204,0.00%
0x9E73201903164d3B476505f3C54F86cdCD4010DF,236348340951,0.00%
0x9BD2eC9F7204a074187e6708588B2275e878A754,234803053587,0.00%
0x9fD9Bb687696f19038892989876Bd6dC96Abd769,232970317792,0.00%
0xED1D83759295b273C3ef3a2E317c40D8e621CFAb,232086495149,0.00%
0xe91cab366b289A0CE0aD03B888AF47A54e1bf744,231549953891,0.00%
0xbbc64b125d9582ac40850F81016EEDAbDF69aC02,230375297396,0.00%
0x01b38c7b134FC81a4E246e29DFC118eE22C10d2A,229882181495,0.00%
0x347Bb83E4ab465C8C6b7afaB3BEB373410A9Cae2,229463324823,0.00%
0x6810DBA12317406828D64B07D34aD22338644bB3,228435054077,0.00%
0xC1E84835E43d72d2de3C0f0026e264E5714E0443,228403759366,0.00%
0x1CFaF69C935e66e94162545a2E66A33804C5a2Ea,228247996897,0.00%
0x33482803274C5e08661843636DceE8E9A68c7252,227272310907,0.00%
0x82D4854708C10CdBdEC453180B5d8707dCe6b7FC,223470961670,0.00%
0x6B2a8D18C96EA46c558c5F9CAf415F6D03938755,222826122295,0.00%
0x55aAd92Db82a7Cd81eA3B35cA8Fbc85bED1f0152,221623434948,0.00%
0xCe3497d151FBa315852D144ecBDd0bcF300C83D3,220806201779,0.00%
0xd2546Dcb135051987A12cfc8eB76A146EADD8965,216173848475,0.00%
0xb56b095001661De744cedaCd355916039bBA3c27,215804094263,0.00%
0xf2b489625780655a47Fd09d59be70A38e417db1A,212048101000,0.00%
0x20eA21B8C700c9186F4F910db0A39578F13156EA,211188180014,0.00%
0xc293Bb411caDaFb8badEc8Cfe91D56ACE3b408E3,210041602541,0.00%
0xff1B29B91c66eF274180eEa4319A49B7438dB427,209136652589,0.00%
0x6ABcf2e0F944cB5A151c563767B18656d1682fC8,208280618756,0.00%
0x8FF5584997CE7ED71f4604f64534eA1b37B4a2C9,205984522940,0.00%
0x6e7DB89C3dBB78cC4C0552Cc155Abf78F9faaf23,204936147739,0.00%
0x868677D8046d91996b4aAC0A40bC7de26176b1dB,204527876034,0.00%
0xe98360ca514D244609Ca1746993A4f71ed005aDD,204476722338,0.00%
0x65a7f72343EABC549e9Fa419CF3FE5AC353763Fb,203570628256,0.00%
0xDe455e9190b44b1D2a30150cFF6ab7cDE2f70C4a,201904587539,0.00%
0x00D8d69A862C94B7Ec6F8DF1eF30599CF31D39f2,200764405735,0.00%
0x38C6522D8904846a482ddd64994F45764A0D275c,189337256059,0.00%
0x62CC4EDfe738701297f06cE979dE18229b69B49A,188408876953,0.00%
0x1C5916C35edb549eA94fb7B751baf78E63F7E64c,187790766399,0.00%
0xD9A36a5b5aC639f208f4B5D5282CaB4bf438dc21,187567424151,0.00%
0x2984Bb4953cfCE2cEc957388BE686D6c38779234,186231478450,0.00%
0x3DA07671F21934E9500936B60D00F561103F9140,185692546625,0.00%
0x315A72071c9b27C7C06dEF61E1D1AA406ebD0Beb,184427981844,0.00%
0x1a176aDBe1f85E6c76dB86Bf328566c0C6032874,183442819884,0.00%
0xa42100a45b5945a3A5830F3f1C2E290ed16e0257,182160732877,0.00%
0xB5341CAD27BC4d3AfF1447a293D5874602fd0d2d,179190042015,0.00%
0x90c6d8ec62B703e68c45D298684cDb942c37b301,176695545032,0.00%
0x8d80366409C961459BB83F4c94A809087F750617,171453564712,0.00%
0x5dDeF75a8C992d0fdcb55cCC0195E70698113573,170171462775,0.00%
0x9f8B575f705cF570b46d5daE4B8B4B8374C0dE0e,168421711776,0.00%
0xe84E9DE1BAFcfFd167Dc434Cd3F806e69762118A,166950303463,0.00%
0x58BF14200d91cf819b455421AC35953566ec9Ae5,165564405409,0.00%
0xE10A3ca369550e86616F09aCefA8Cdf327a3AF7a,164327798339,0.00%
0xd137430E6EcC340e4dEE47A2a27906A902e99f2c,162764166161,0.00%
0x0e68d89b8E2158029AEaeE7629aa40749BEB4855,162485520073,0.00%
0x9056Ab0DB92Ba9fDEDb1534cFc975e46A0579678,159299491431,0.00%
0x8aB7091DAcd6e4FF3C6f80ff1Db02616F553C432,158935799625,0.00%
0x956A67229D9C67404dC98E8352A0F4389f1eD842,158100593319,0.00%
0x7c764b26BE1bfedC1729AB12fD86815B8093EF69,157159668879,0.00%
0xc488B705640cFBBa5bb24C72e4B76B61fbD06288,153559152228,0.00%
0xfd8DCFE45e4Ea1460c2c2D094698C8DC31f402b1,153511198289,0.00%
0x8d3cf8BB514fDC366183C39448824BF120736114,152726701274,0.00%
0x806346b423dDB4727C1f5dC718886430aA7CE9cF,152687290708,0.00%
0x3d38B15c2ebCc90076FE00cEC6801FD6756Cd862,150590016755,0.00%
0xD8c9BAdd1E3C0430999d9b81CcD03ED742Dce9Fd,150378103009,0.00%
0x554Ee9EAEc17215f905974d23F6e4Fb252318c40,149481029572,0.00%
0xad648110ad723bACCcF3a971F0133e79321bF383,148296760266,0.00%
0x94692800A06c21f515c3f7656800F9e435345682,148062824047,0.00%
0x04128317261b5aB669372F990580fAc7E5c3937e,146742913671,0.00%
0xba785BAD4d78D4bCbb7E929A8C4692dD3c474659,146499398290,0.00%
0xaD5116D1f9F3D2816935b0Df95a58750745eB308,141571062460,0.00%
0xB956bfB49d3de92446337106Bdafd833977aD27a,140845649222,0.00%
0xE90E626BEd62d1a384Be8E51EcBa2f341D63560F,140786850383,0.00%
0x585F211675395d3Db21556872e61757232BeC814,140628465969,0.00%
0xa2A3fD7ce8322aE5d3DebC37023fAe11cE900d5D,140101412525,0.00%
0xBB39Cb096c43a06e29B561C28f77C5D9a1AAC0FF,139740396595,0.00%
0x94E70b76Ea709E33f2f41b35Be0f2F1D94cE799a,137163453701,0.00%
0xf9C39EFE511c16017B8DC86670dc3dCAcb3fF8aC,136219218233,0.00%
0x2ABe4363B3a1dCE97b68DAD882427091C957eC83,135919169237,0.00%
0x5F2e274C5ca192743fCED7951258c4DDa0582C8f,134006701576,0.00%
0x58632026945fbf87fD91b133fCeBF9a91f3353Db,133286140632,0.00%
0x618208C77C81898331eC6880EF5f1FFA758d3915,133267689906,0.00%
0x316a83DC59291F4dfB1a7931d5dc40Ed516F0844,133093992986,0.00%
0x9a84A1e6aa600A4AEF8569A5320465A9b13e5601,132246136256,0.00%
0x81353D58f56b0578B88fEB709F582D446caebE7b,130178178522,0.00%
0x224CCe1864eB675D0fA9C3625fb1a6F4a9771532,130008321061,0.00%
0xDafb6754123eA1Bf37Bc8e23EE17D45196C8ECBd,129573656070,0.00%
0x375d7292400b987656134aDEb115Dc0EC1Aa3f90,129486675613,0.00%
0xC8083a0118fc66A77E141b66Ac65C4d59243Dd4B,128300153723,0.00%
0x213B9291aEaaB36AB34C4D81379271852F6Cf72c,127306065694,0.00%
0xaB5B6fbf38942427d7E46B8232465c36d3Fb004A,125101147173,0.00%
0xD5A0eb9eC25ee60b3aAa4446CB80ABef3CDaA800,123095709208,0.00%
0x2908A0379cBaFe2E8e523F735717447579Fc3c37,122685165608,0.00%
0xb7CFD3F1B79B445d6bE18f78d2eFa1195b4Ffe01,120910126735,0.00%
0xB94160Ad9D68dAf0bAC5bD2a2a58ec0fE1EE1310,120195716081,0.00%
0x6D81FBdba7Cc3AFB7926F80C734965746b297668,119497183670,0.00%
0x1E02E9B0D74190c0e2F55eEB0FD61B00C35D9346,118532313733,0.00%
0x1f79C7A97D1D3BEFCC104A2d2518793957f63B03,117804082925,0.00%
0x87617E7FC22Fb233E3AB4106960AeF85911F73Ea,117262797414,0.00%
0x1ADCf53349Ae6829ff7370707223C56b39821Bf9,116360512713,0.00%
0x1E49515F9233E5C5865453F0DFF9D346dcC3b261,116222792349,0.00%
0xc4Ac4a3dba40934C329Af9e7157007Bc043422c5,115992673106,0.00%
0x4846AEe6d7C9f176F3F329E01A014c2794E21B92,111544790941,0.00%
0x99a12A2211f33AD237b10Ac6Ba7Bf78929a49f3f,107931233030,0.00%
0x0f617402b5954a8118CE951FbBDdaf1a4ac16310,107419116039,0.00%
0xC2217CB4a5Aa153a947A408C4e1CAf2F0AaaEadC,107096466986,0.00%
0x9AE5763B9C632f235079E62D4C25B98582Edc9a6,106561030877,0.00%
0x8BdaB88305784De6c51B36A3f350a25F1b7A153a,106369499904,0.00%
0x12b992Fd6cd86BC26397C44e9B0061e744597995,106369398348,0.00%
0xC4839C439A8646A64c7CE5A7Da008A5d0062D4BC,105102832508,0.00%
0xbbC02dbD39941FFFa605171A977D44C6BAF915c2,103194042457,0.00%
0x1397203836d0a579D1468389B52E4374548CdF9B,103064747438,0.00%
0xeb0bC3c0cF1901D03c5721F8Fa93137f008e6fE0,102213501923,0.00%
0x43a516401f1cf90d6f43B8b5f6D04408aDEcA264,99786304206,0.00%
0xEcB8d5796aa5B0dF5F4C72472CA5D78e90952f0F,98749217198,0.00%
0x34044D9B715E58Bea31CC3E7489744C0A02c1f9A,98490706436,0.00%
0x349dd186e591DfF4f06b2ACBA36e94d065dF414F,98123339174,0.00%
0x00a97352C0512544a17F789f4B9e0a6822c17753,96771585159,0.00%
0xe7793690f212B5b67082eeeFE52730346a497ae4,95578769539,0.00%
0x05f6875132b910976ee165171b78D7965e0fBF5C,95389135197,0.00%
0x48E0D2C4BE37C9D4e971597FBaB155B6db4736Af,93459173858,0.00%
0x4296f293528eDD013F8ae8b3fc5448524e898010,91749421546,0.00%
0x0C66055b30C0A541c0a07172374f426f8796F84F,91510783779,0.00%
0xbAFA0473D874776a59C2542556C2022035EAF3BA,91252182447,0.00%
0x23461e24F1D7601a674ab672ADEE0b4459302214,91021347150,0.00%
0x6a6124D46dBbaCEa44c36D20301FDAcEf479045F,89965518051,0.00%
0x2306a976025bB4479c5bF964B86A5B5D23bA7B30,89954761307,0.00%
0x841122630feAD75986E5eBc3eFA0d2D912b34a17,88968023363,0.00%
0xacd5fE0898de7B6709361d3228E231c550dd1b26,88949242654,0.00%
